vid_num,awgn,filter_str,br,psnr
videoSRC04_1280x720_30.yuv,0,0,4000,30.918804341688492
videoSRC05_1280x720_25.yuv,0,0,256,25.159830802439906
videoSRC05_1280x720_25.yuv,0,0,512,28.34141837679271
videoSRC05_1280x720_25.yuv,0,0,768,30.397158004486755
videoSRC05_1280x720_25.yuv,0,0,1000,31.715426990845756
videoSRC05_1280x720_25.yuv,0,0,1500,33.762033764943915
videoSRC05_1280x720_25.yuv,0,0,2000,35.198682626837716
videoSRC05_1280x720_25.yuv,0,0,3000,37.12350850534146
videoSRC05_1280x720_25.yuv,0,0,4000,38.35976190009364
videoSRC06_1280x720_25.yuv,0,0,256,35.8843192909154
videoSRC06_1280x720_25.yuv,0,0,512,34.77813130617031
videoSRC06_1280x720_25.yuv,0,0,768,34.071811706076595
videoSRC06_1280x720_25.yuv,0,0,1000,34.40372325298124
videoSRC06_1280x720_25.yuv,0,0,1500,35.469858540232536
videoSRC06_1280x720_25.yuv,0,0,2000,36.38835989410883
videoSRC06_1280x720_25.yuv,0,0,3000,36.776608648061874
videoSRC06_1280x720_25.yuv,0,0,4000,36.46046223441845
videoSRC07_1280x720_25.yuv,0,0,256,30.250523238616452
videoSRC07_1280x720_25.yuv,0,0,512,32.648417723526656
videoSRC07_1280x720_25.yuv,0,0,768,33.99707734383096
videoSRC07_1280x720_25.yuv,0,0,1000,34.85014760923322
videoSRC07_1280x720_25.yuv,0,0,1500,36.145123205983424
videoSRC07_1280x720_25.yuv,0,0,2000,36.99978923578951
videoSRC07_1280x720_25.yuv,0,0,3000,38.06540347148255
videoSRC07_1280x720_25.yuv,0,0,4000,38.55909389731312
videoSRC08_1280x720_25.yuv,0,0,256,34.96368100761464
videoSRC08_1280x720_25.yuv,0,0,512,38.46272692493915
videoSRC08_1280x720_25.yuv,0,0,768,40.08861169050751
videoSRC08_1280x720_25.yuv,0,0,1000,41.02867338406502
videoSRC08_1280x720_25.yuv,0,0,1500,42.03640030754339
videoSRC08_1280x720_25.yuv,0,0,2000,42.516729202713776
videoSRC08_1280x720_25.yuv,0,0,3000,42.99239308122627
videoSRC08_1280x720_25.yuv,0,0,4000,43.17387296531269
videoSRC09_1280x720_25.yuv,0,0,256,23.069247668514134
videoSRC09_1280x720_25.yuv,0,0,512,25.358003163435
videoSRC09_1280x720_25.yuv,0,0,768,26.85565255650075
videoSRC09_1280x720_25.yuv,0,0,1000,27.910406012683524
videoSRC09_1280x720_25.yuv,0,0,1500,29.59525727566224
videoSRC09_1280x720_25.yuv,0,0,2000,30.84453417371234
videoSRC09_1280x720_25.yuv,0,0,3000,32.63977753349638
videoSRC09_1280x720_25.yuv,0,0,4000,33.895838762828404
videoSRC10_1280x720_30.yuv,0,0,256,17.867296675983738
videoSRC10_1280x720_30.yuv,0,0,512,21.014899524208595
videoSRC10_1280x720_30.yuv,0,0,768,23.113269252602674
videoSRC10_1280x720_30.yuv,0,0,1000,24.64577379215683
videoSRC10_1280x720_30.yuv,0,0,1500,27.23888328262927
videoSRC10_1280x720_30.yuv,0,0,2000,28.9978412462989
videoSRC10_1280x720_30.yuv,0,0,3000,31.342232126987877
videoSRC10_1280x720_30.yuv,0,0,4000,32.87316219940935
videoSRC11_1280x720_30.yuv,0,0,256,26.740204434169538
videoSRC11_1280x720_30.yuv,0,0,512,31.075046584709863
videoSRC11_1280x720_30.yuv,0,0,768,33.576177776131246
videoSRC11_1280x720_30.yuv,0,0,1000,35.09045705677589
videoSRC11_1280x720_30.yuv,0,0,1500,37.30512716744851
videoSRC11_1280x720_30.yuv,0,0,2000,38.826066774784216
videoSRC11_1280x720_30.yuv,0,0,3000,40.90397931999958
videoSRC11_1280x720_30.yuv,0,0,4000,42.31273322143859
videoSRC12_1280x720_30.yuv,0,0,256,29.92664507875951
videoSRC12_1280x720_30.yuv,0,0,512,32.923674267124255
videoSRC12_1280x720_30.yuv,0,0,768,34.693515867045846
videoSRC12_1280x720_30.yuv,0,0,1000,35.85725431130463
videoSRC12_1280x720_30.yuv,0,0,1500,37.6195807430012
videoSRC12_1280x720_30.yuv,0,0,2000,38.87344447991969
videoSRC12_1280x720_30.yuv,0,0,3000,40.57271798637037
videoSRC12_1280x720_30.yuv,0,0,4000,41.79045777561779
videoSRC13_1280x720_30.yuv,0,0,256,27.23094552539025
videoSRC13_1280x720_30.yuv,0,0,512,30.93245625855429
videoSRC13_1280x720_30.yuv,0,0,768,32.93401316378844
videoSRC13_1280x720_30.yuv,0,0,1000,34.12393268226047
videoSRC13_1280x720_30.yuv,0,0,1500,35.646470867321234
videoSRC13_1280x720_30.yuv,0,0,2000,36.52065520698888
videoSRC13_1280x720_30.yuv,0,0,3000,37.56288207142334
videoSRC13_1280x720_30.yuv,0,0,4000,38.22207043475361
videoSRC14_1280x720_30.yuv,0,0,256,25.058791096310376
videoSRC14_1280x720_30.yuv,0,0,512,28.049410685151987
videoSRC14_1280x720_30.yuv,0,0,768,30.0491563731332
videoSRC14_1280x720_30.yuv,0,0,1000,31.371916331108654
videoSRC14_1280x720_30.yuv,0,0,1500,33.36724139008709
videoSRC14_1280x720_30.yuv,0,0,2000,34.81326799749217
videoSRC14_1280x720_30.yuv,0,0,3000,36.84340406005727
videoSRC14_1280x720_30.yuv,0,0,4000,38.255874567390364
videoSRC15_1280x720_30.yuv,0,0,256,28.472826442638972
videoSRC15_1280x720_30.yuv,0,0,512,32.027284356367964
videoSRC15_1280x720_30.yuv,0,0,768,34.15169864825006
videoSRC15_1280x720_30.yuv,0,0,1000,35.43171520037329
videoSRC15_1280x720_30.yuv,0,0,1500,37.065180286511726
videoSRC15_1280x720_30.yuv,0,0,2000,37.94421428751046
videoSRC15_1280x720_30.yuv,0,0,3000,38.879367248433475
videoSRC15_1280x720_30.yuv,0,0,4000,39.42124323307169
videoSRC16_1280x720_30.yuv,0,0,256,35.5600020507443
videoSRC16_1280x720_30.yuv,0,0,512,39.048624689665004
videoSRC16_1280x720_30.yuv,0,0,768,40.78277695728644
videoSRC16_1280x720_30.yuv,0,0,1000,41.79462418239685
videoSRC16_1280x720_30.yuv,0,0,1500,43.08796575728096
videoSRC16_1280x720_30.yuv,0,0,2000,43.78010313740884
videoSRC16_1280x720_30.yuv,0,0,3000,44.49758818278074
videoSRC16_1280x720_30.yuv,0,0,4000,44.868345548192025
videoSRC17_1280x720_24.yuv,0,0,256,28.300858582863455
videoSRC17_1280x720_24.yuv,0,0,512,31.327666656314577
videoSRC17_1280x720_24.yuv,0,0,768,33.16736039292967
videoSRC17_1280x720_24.yuv,0,0,1000,34.36028106812666
videoSRC17_1280x720_24.yuv,0,0,1500,36.181492005399235
videoSRC17_1280x720_24.yuv,0,0,2000,37.467203380124374
videoSRC17_1280x720_24.yuv,0,0,3000,39.25137903033804
videoSRC17_1280x720_24.yuv,0,0,4000,40.41943763729878
videoSRC18_1280x720_25.yuv,0,0,256,26.762425853772566
videoSRC18_1280x720_25.yuv,0,0,512,30.304537718066168
videoSRC18_1280x720_25.yuv,0,0,768,32.39067082115702
videoSRC18_1280x720_25.yuv,0,0,1000,33.8125779580296
videoSRC18_1280x720_25.yuv,0,0,1500,36.099447234565474
videoSRC18_1280x720_25.yuv,0,0,2000,37.792678864769115
videoSRC18_1280x720_25.yuv,0,0,3000,40.2163058222348
videoSRC18_1280x720_25.yuv,0,0,4000,41.98043856292274
videoSRC19_1280x720_30.yuv,0,0,256,25.453671599044657
videoSRC19_1280x720_30.yuv,0,0,512,28.390590165754414
videoSRC19_1280x720_30.yuv,0,0,768,30.256943776161815
videoSRC19_1280x720_30.yuv,0,0,1000,31.555402471912615
videoSRC19_1280x720_30.yuv,0,0,1500,33.54560615792573
videoSRC19_1280x720_30.yuv,0,0,2000,34.98915502233957
videoSRC19_1280x720_30.yuv,0,0,3000,37.06696843872786
videoSRC19_1280x720_30.yuv,0,0,4000,38.56158732530865
videoSRC20_1280x720_25.yuv,0,0,256,27.86837225768874
videoSRC20_1280x720_25.yuv,0,0,512,31.768452926673568
videoSRC20_1280x720_25.yuv,0,0,768,34.36110372219042
videoSRC20_1280x720_25.yuv,0,0,1000,36.05806066547302
videoSRC20_1280x720_25.yuv,0,0,1500,38.60430161472414
videoSRC20_1280x720_25.yuv,0,0,2000,40.43887071594493
videoSRC20_1280x720_25.yuv,0,0,3000,43.11616285706717
videoSRC20_1280x720_25.yuv,0,0,4000,45.05661213549034
videoSRC21_1280x720_24.yuv,0,0,256,35.449282955003625
videoSRC21_1280x720_24.yuv,0,0,512,38.842746218772916
videoSRC21_1280x720_24.yuv,0,0,768,40.70584260349332
videoSRC21_1280x720_24.yuv,0,0,1000,41.85613962117186
videoSRC21_1280x720_24.yuv,0,0,1500,43.50945170754256
videoSRC21_1280x720_24.yuv,0,0,2000,44.63216349188431
videoSRC21_1280x720_24.yuv,0,0,3000,46.02990324191487
videoSRC21_1280x720_24.yuv,0,0,4000,46.96956662448589
videoSRC22_1280x720_24.yuv,0,0,256,24.406582274242428
videoSRC22_1280x720_24.yuv,0,0,512,26.832315987597728
videoSRC22_1280x720_24.yuv,0,0,768,28.52686385201755
videoSRC22_1280x720_24.yuv,0,0,1000,29.73174229512078
videoSRC22_1280x720_24.yuv,0,0,1500,31.69688932077735
videoSRC22_1280x720_24.yuv,0,0,2000,33.13814505410258
videoSRC22_1280x720_24.yuv,0,0,3000,35.27898057133731
videoSRC22_1280x720_24.yuv,0,0,4000,36.849250959913654
videoSRC23_1280x720_24.yuv,0,0,256,30.503555369932972
videoSRC23_1280x720_24.yuv,0,0,512,33.729527105928945
videoSRC23_1280x720_24.yuv,0,0,768,35.60442516701819
videoSRC23_1280x720_24.yuv,0,0,1000,36.856733145642885
videoSRC23_1280x720_24.yuv,0,0,1500,38.82161577871749
videoSRC23_1280x720_24.yuv,0,0,2000,40.17640385180556
videoSRC23_1280x720_24.yuv,0,0,3000,41.98888875032763
videoSRC23_1280x720_24.yuv,0,0,4000,43.18820806127241
videoSRC24_1280x720_24.yuv,0,0,256,30.833328536162153
videoSRC24_1280x720_24.yuv,0,0,512,35.35557888049661
videoSRC24_1280x720_24.yuv,0,0,768,37.77331925937916
videoSRC24_1280x720_24.yuv,0,0,1000,39.18104848829954
videoSRC24_1280x720_24.yuv,0,0,1500,41.239770291064886
videoSRC24_1280x720_24.yuv,0,0,2000,42.547155988393456
videoSRC24_1280x720_24.yuv,0,0,3000,44.287745149800465
videoSRC24_1280x720_24.yuv,0,0,4000,45.38380916073588
videoSRC25_1280x720_24.yuv,0,0,256,23.089853392152772
videoSRC25_1280x720_24.yuv,0,0,512,24.700779413938832
videoSRC25_1280x720_24.yuv,0,0,768,25.641868348245705
videoSRC25_1280x720_24.yuv,0,0,1000,26.322171123725376
videoSRC25_1280x720_24.yuv,0,0,1500,27.544677676521566
videoSRC25_1280x720_24.yuv,0,0,2000,28.579253478564343
videoSRC25_1280x720_24.yuv,0,0,3000,30.27068739813574
videoSRC25_1280x720_24.yuv,0,0,4000,31.614901975545514
videoSRC26_1280x720_30.yuv,0,0,256,30.24376305875895
videoSRC26_1280x720_30.yuv,0,0,512,34.462126959485374
videoSRC26_1280x720_30.yuv,0,0,768,36.731362253877826
videoSRC26_1280x720_30.yuv,0,0,1000,38.17561107748955
videoSRC26_1280x720_30.yuv,0,0,1500,40.261491341967044
videoSRC26_1280x720_30.yuv,0,0,2000,41.61033909705261
videoSRC26_1280x720_30.yuv,0,0,3000,43.35364689207589
videoSRC26_1280x720_30.yuv,0,0,4000,44.46626692850694
videoSRC27_1280x720_30.yuv,0,0,256,27.284947661779633
videoSRC27_1280x720_30.yuv,0,0,512,29.983851545781203
videoSRC27_1280x720_30.yuv,0,0,768,31.584027975065595
videoSRC27_1280x720_30.yuv,0,0,1000,32.61643005524337
videoSRC27_1280x720_30.yuv,0,0,1500,34.242395913803016
videoSRC27_1280x720_30.yuv,0,0,2000,35.421784498644065
videoSRC27_1280x720_30.yuv,0,0,3000,37.174923837335534
videoSRC27_1280x720_30.yuv,0,0,4000,38.454378749859025
videoSRC28_1280x720_30.yuv,0,0,256,32.684788848233815
videoSRC28_1280x720_30.yuv,0,0,512,36.4721056470596
videoSRC28_1280x720_30.yuv,0,0,768,38.546160010596026
videoSRC28_1280x720_30.yuv,0,0,1000,39.86575769686818
videoSRC28_1280x720_30.yuv,0,0,1500,41.75251501063817
videoSRC28_1280x720_30.yuv,0,0,2000,42.916438917694485
videoSRC28_1280x720_30.yuv,0,0,3000,44.2755004912687
videoSRC28_1280x720_30.yuv,0,0,4000,44.93322395620185
videoSRC29_1280x720_24.yuv,0,0,256,44.41978829649207
videoSRC29_1280x720_24.yuv,0,0,512,46.51826881336376
videoSRC29_1280x720_24.yuv,0,0,768,47.27949602308816
videoSRC29_1280x720_24.yuv,0,0,1000,47.63022010752631
videoSRC29_1280x720_24.yuv,0,0,1500,48.014005278819155
videoSRC29_1280x720_24.yuv,0,0,2000,48.220845908778
videoSRC29_1280x720_24.yuv,0,0,3000,48.57758717470884
videoSRC29_1280x720_24.yuv,0,0,4000,48.990728330981746
videoSRC30_1280x720_30.yuv,0,0,256,37.90038212940151
videoSRC30_1280x720_30.yuv,0,0,512,41.10454869884165
videoSRC30_1280x720_30.yuv,0,0,768,42.62587488728812
videoSRC30_1280x720_30.yuv,0,0,1000,43.41306959589144
videoSRC30_1280x720_30.yuv,0,0,1500,44.35177682662599
videoSRC30_1280x720_30.yuv,0,0,2000,44.86062337828194
videoSRC30_1280x720_30.yuv,0,0,3000,45.45643457078791
videoSRC30_1280x720_30.yuv,0,0,4000,45.88346712250406
