vid_num,awgn,filter_str,br,psnr
videoSRC01_1280x720_30.yuv,25,30,500,30.860745960925033
videoSRC01_1280x720_30.yuv,25,30,1000,31.301608889515208
videoSRC01_1280x720_30.yuv,25,30,2000,33.20019296682295
videoSRC01_1280x720_30.yuv,25,30,3000,32.27255172285334
videoSRC01_1280x720_30.yuv,25,30,4000,32.2944147712006
videoSRC01_1280x720_30.yuv,25,40,500,32.24286633259696
videoSRC01_1280x720_30.yuv,25,40,1000,32.510059452587434
videoSRC01_1280x720_30.yuv,25,40,2000,34.4324198094935
videoSRC01_1280x720_30.yuv,25,40,3000,33.56524001496704
videoSRC01_1280x720_30.yuv,25,40,4000,33.42767130431188
videoSRC01_1280x720_30.yuv,25,50,500,33.49532536747188
videoSRC01_1280x720_30.yuv,25,50,1000,33.76793659828207
videoSRC01_1280x720_30.yuv,25,50,2000,35.088653441788466
videoSRC01_1280x720_30.yuv,25,50,3000,34.533211262645565
videoSRC01_1280x720_30.yuv,25,50,4000,34.311183581918826
videoSRC01_1280x720_30.yuv,30,10,500,33.563926017233946
videoSRC01_1280x720_30.yuv,30,10,1000,33.10676167015289
videoSRC01_1280x720_30.yuv,30,10,2000,35.95001313442092
videoSRC01_1280x720_30.yuv,30,10,3000,35.45107867952831
videoSRC01_1280x720_30.yuv,30,10,4000,35.10467556110529
videoSRC01_1280x720_30.yuv,30,20,500,37.1673141956259
videoSRC01_1280x720_30.yuv,30,20,1000,35.4725508748157
videoSRC01_1280x720_30.yuv,30,20,2000,37.386974790988496
videoSRC01_1280x720_30.yuv,30,20,3000,37.868069401693354
videoSRC01_1280x720_30.yuv,30,20,4000,37.44839474779962
videoSRC01_1280x720_30.yuv,30,30,500,38.088349231262576
videoSRC01_1280x720_30.yuv,30,30,1000,37.50467295527875
videoSRC01_1280x720_30.yuv,30,30,2000,38.62628971846418
videoSRC01_1280x720_30.yuv,30,30,3000,38.64564818954744
videoSRC01_1280x720_30.yuv,30,30,4000,38.49404144605278
videoSRC01_1280x720_30.yuv,30,40,500,38.19827628464061
videoSRC01_1280x720_30.yuv,30,40,1000,38.69882651395485
videoSRC01_1280x720_30.yuv,30,40,2000,38.99437555604721
videoSRC01_1280x720_30.yuv,30,40,3000,38.97826786610233
videoSRC01_1280x720_30.yuv,30,40,4000,38.90015993236377
videoSRC01_1280x720_30.yuv,30,50,500,38.014485760949405
videoSRC01_1280x720_30.yuv,30,50,1000,38.60537896588233
videoSRC01_1280x720_30.yuv,30,50,2000,38.82795324090573
videoSRC01_1280x720_30.yuv,30,50,3000,38.81701806384448
videoSRC01_1280x720_30.yuv,30,50,4000,38.762896600957724
videoSRC01_1280x720_30.yuv,35,10,500,39.32414922263856
videoSRC01_1280x720_30.yuv,35,10,1000,38.61845489218574
videoSRC01_1280x720_30.yuv,35,10,2000,39.03324698269949
videoSRC01_1280x720_30.yuv,35,10,3000,40.11326756007993
videoSRC01_1280x720_30.yuv,35,10,4000,40.20614522231839
videoSRC01_1280x720_30.yuv,35,20,500,39.30296369867105
videoSRC01_1280x720_30.yuv,35,20,1000,40.0897259927405
videoSRC01_1280x720_30.yuv,35,20,2000,40.45476626522657
videoSRC01_1280x720_30.yuv,35,20,3000,40.57814977573976
videoSRC01_1280x720_30.yuv,35,20,4000,40.58796953747373
videoSRC01_1280x720_30.yuv,35,30,500,39.05005906842974
videoSRC01_1280x720_30.yuv,35,30,1000,39.8422692044514
videoSRC01_1280x720_30.yuv,35,30,2000,40.237124685640296
videoSRC01_1280x720_30.yuv,35,30,3000,40.302714237492864
videoSRC01_1280x720_30.yuv,35,30,4000,40.314910649857126
videoSRC01_1280x720_30.yuv,35,40,500,38.71725338964707
videoSRC01_1280x720_30.yuv,35,40,1000,39.45299994130456
videoSRC01_1280x720_30.yuv,35,40,2000,39.7934483366201
videoSRC01_1280x720_30.yuv,35,40,3000,39.83926776618049
videoSRC01_1280x720_30.yuv,35,40,4000,39.840501742918775
videoSRC01_1280x720_30.yuv,35,50,500,38.35598632136055
videoSRC01_1280x720_30.yuv,35,50,1000,39.0512738113325
videoSRC01_1280x720_30.yuv,35,50,2000,39.32020484845929
videoSRC01_1280x720_30.yuv,35,50,3000,39.359773960059876
videoSRC01_1280x720_30.yuv,35,50,4000,39.3526388891666
videoSRC01_1280x720_30.yuv,40,10,500,39.719432519866835
videoSRC01_1280x720_30.yuv,40,10,1000,40.59871084323104
videoSRC01_1280x720_30.yuv,40,10,2000,41.10317469700186
videoSRC01_1280x720_30.yuv,40,10,3000,41.274587604266394
videoSRC01_1280x720_30.yuv,40,10,4000,41.35141968188634
videoSRC01_1280x720_30.yuv,40,20,500,39.42499800524102
videoSRC01_1280x720_30.yuv,40,20,1000,40.320390108248965
videoSRC01_1280x720_30.yuv,40,20,2000,40.77381669946109
videoSRC01_1280x720_30.yuv,40,20,3000,40.89256647894086
videoSRC01_1280x720_30.yuv,40,20,4000,40.932602067740014
videoSRC01_1280x720_30.yuv,40,30,500,39.05551598602917
videoSRC01_1280x720_30.yuv,40,30,1000,39.90417066072154
videoSRC01_1280x720_30.yuv,40,30,2000,40.28734862045514
videoSRC01_1280x720_30.yuv,40,30,3000,40.37527621933587
videoSRC01_1280x720_30.yuv,40,30,4000,40.39353312835536
videoSRC01_1280x720_30.yuv,40,40,500,38.72212880753648
videoSRC01_1280x720_30.yuv,40,40,1000,39.46375407955218
videoSRC01_1280x720_30.yuv,40,40,2000,39.799779372876664
videoSRC01_1280x720_30.yuv,40,40,3000,39.86933240754434
videoSRC01_1280x720_30.yuv,40,40,4000,39.866392403364195
videoSRC01_1280x720_30.yuv,40,50,500,38.37245286370844
videoSRC01_1280x720_30.yuv,40,50,1000,39.07746484242826
videoSRC01_1280x720_30.yuv,40,50,2000,39.35235389195729
videoSRC01_1280x720_30.yuv,40,50,3000,39.393535070214575
videoSRC01_1280x720_30.yuv,40,50,4000,39.387625826011934
videoSRC02_1280x720_30.yuv,20,10,500,27.775381790528545
videoSRC02_1280x720_30.yuv,20,10,1000,25.508905937992594
videoSRC02_1280x720_30.yuv,20,10,2000,23.357668214206488
videoSRC02_1280x720_30.yuv,20,10,3000,23.88821045600337
videoSRC02_1280x720_30.yuv,20,10,4000,24.840229599831865
videoSRC02_1280x720_30.yuv,20,20,500,27.832175265683524
videoSRC02_1280x720_30.yuv,20,20,1000,25.50701533468151
videoSRC02_1280x720_30.yuv,20,20,2000,23.325949167357923
videoSRC02_1280x720_30.yuv,20,20,3000,23.976054600412958
videoSRC02_1280x720_30.yuv,20,20,4000,24.867920477296586
videoSRC02_1280x720_30.yuv,20,30,500,28.185289914452177
videoSRC02_1280x720_30.yuv,20,30,1000,26.567935985382857
videoSRC02_1280x720_30.yuv,20,30,2000,23.7838417741905
videoSRC02_1280x720_30.yuv,20,30,3000,24.399874141053502
videoSRC02_1280x720_30.yuv,20,30,4000,25.405540493454566
videoSRC02_1280x720_30.yuv,20,40,500,28.479121760379915
videoSRC02_1280x720_30.yuv,20,40,1000,27.706542369238157
videoSRC02_1280x720_30.yuv,20,40,2000,24.239282777264737
videoSRC02_1280x720_30.yuv,20,40,3000,24.939601618192555
videoSRC02_1280x720_30.yuv,20,40,4000,25.964339132632563
videoSRC02_1280x720_30.yuv,20,50,500,28.68173151930702
videoSRC02_1280x720_30.yuv,20,50,1000,28.326444991240262
videoSRC02_1280x720_30.yuv,20,50,2000,24.818726451906375
videoSRC02_1280x720_30.yuv,20,50,3000,25.602976234006217
videoSRC02_1280x720_30.yuv,20,50,4000,26.568648252451418
videoSRC02_1280x720_30.yuv,25,10,500,30.067074677324914
videoSRC02_1280x720_30.yuv,25,10,1000,32.816223817203046
videoSRC02_1280x720_30.yuv,25,10,2000,26.905993859008625
videoSRC02_1280x720_30.yuv,25,10,3000,26.849342473175508
videoSRC02_1280x720_30.yuv,25,10,4000,27.688315061319507
videoSRC02_1280x720_30.yuv,25,20,500,30.567436969621397
videoSRC02_1280x720_30.yuv,25,20,1000,32.955931061117624
videoSRC02_1280x720_30.yuv,25,20,2000,27.75676118209819
videoSRC02_1280x720_30.yuv,25,20,3000,27.60755637356331
videoSRC02_1280x720_30.yuv,25,20,4000,28.379201552199376
videoSRC02_1280x720_30.yuv,25,30,500,30.783854006850788
videoSRC02_1280x720_30.yuv,25,30,1000,33.400388751312896
videoSRC02_1280x720_30.yuv,25,30,2000,29.95849984067127
videoSRC02_1280x720_30.yuv,25,30,3000,28.97821753491818
videoSRC02_1280x720_30.yuv,25,30,4000,29.544378244125134
videoSRC02_1280x720_30.yuv,25,40,500,30.994220662515044
videoSRC02_1280x720_30.yuv,25,40,1000,33.62781921313107
videoSRC02_1280x720_30.yuv,25,40,2000,32.10972176862923
videoSRC02_1280x720_30.yuv,25,40,3000,31.04506159468185
videoSRC02_1280x720_30.yuv,25,40,4000,31.382357681831138
videoSRC02_1280x720_30.yuv,25,50,500,31.089254952236246
videoSRC02_1280x720_30.yuv,25,50,1000,33.60250147267864
videoSRC02_1280x720_30.yuv,25,50,2000,33.04227887918132
videoSRC02_1280x720_30.yuv,25,50,3000,32.28484441998297
videoSRC02_1280x720_30.yuv,25,50,4000,32.36722147226926
videoSRC02_1280x720_30.yuv,30,10,500,31.73514477567303
videoSRC02_1280x720_30.yuv,30,10,1000,35.5068906312186
videoSRC02_1280x720_30.yuv,30,10,2000,35.709923649408445
videoSRC02_1280x720_30.yuv,30,10,3000,32.48414565153545
videoSRC02_1280x720_30.yuv,30,10,4000,32.29757076967598
videoSRC02_1280x720_30.yuv,30,20,500,32.18311231790639
videoSRC02_1280x720_30.yuv,30,20,1000,35.672857127292346
videoSRC02_1280x720_30.yuv,30,20,2000,36.92165199844001
videoSRC02_1280x720_30.yuv,30,20,3000,35.95148601985931
videoSRC02_1280x720_30.yuv,30,20,4000,35.378982208840206
videoSRC02_1280x720_30.yuv,30,30,500,32.366313615666336
videoSRC02_1280x720_30.yuv,30,30,1000,35.69243305498448
videoSRC02_1280x720_30.yuv,30,30,2000,37.10318761715127
videoSRC02_1280x720_30.yuv,30,30,3000,37.0924175471772
videoSRC02_1280x720_30.yuv,30,30,4000,36.98478231203479
videoSRC02_1280x720_30.yuv,30,40,500,32.53725466839524
videoSRC02_1280x720_30.yuv,30,40,1000,35.46064256241667
videoSRC02_1280x720_30.yuv,30,40,2000,36.82099985291713
videoSRC02_1280x720_30.yuv,30,40,3000,37.09422531104521
videoSRC02_1280x720_30.yuv,30,40,4000,37.1407774492278
videoSRC02_1280x720_30.yuv,30,50,500,32.3395130401153
videoSRC02_1280x720_30.yuv,30,50,1000,35.13806464754877
videoSRC02_1280x720_30.yuv,30,50,2000,36.339859965974014
videoSRC02_1280x720_30.yuv,30,50,3000,36.61363716503652
videoSRC02_1280x720_30.yuv,30,50,4000,36.69923559692781
videoSRC02_1280x720_30.yuv,35,10,500,32.90515576400931
videoSRC02_1280x720_30.yuv,35,10,1000,36.70956735651379
videoSRC02_1280x720_30.yuv,35,10,2000,39.01689199988254
videoSRC02_1280x720_30.yuv,35,10,3000,39.449153382808554
videoSRC02_1280x720_30.yuv,35,10,4000,39.37605728321461
videoSRC02_1280x720_30.yuv,35,20,500,33.10423867682765
videoSRC02_1280x720_30.yuv,35,20,1000,36.728992647435355
videoSRC02_1280x720_30.yuv,35,20,2000,38.70366532394139
videoSRC02_1280x720_30.yuv,35,20,3000,39.2795806669456
videoSRC02_1280x720_30.yuv,35,20,4000,39.483581326808924
videoSRC02_1280x720_30.yuv,35,30,500,32.996189795883254
videoSRC02_1280x720_30.yuv,35,30,1000,36.314953172497425
videoSRC02_1280x720_30.yuv,35,30,2000,38.042893102544795
videoSRC02_1280x720_30.yuv,35,30,3000,38.52150581788769
videoSRC02_1280x720_30.yuv,35,30,4000,38.728714502604
videoSRC02_1280x720_30.yuv,35,40,500,32.78518182053592
videoSRC02_1280x720_30.yuv,35,40,1000,35.869277443404584
videoSRC02_1280x720_30.yuv,35,40,2000,37.34861969680515
videoSRC02_1280x720_30.yuv,35,40,3000,37.74441816454441
videoSRC02_1280x720_30.yuv,35,40,4000,37.909710828547595
videoSRC02_1280x720_30.yuv,35,50,500,32.548733665131586
videoSRC02_1280x720_30.yuv,35,50,1000,35.3977746946555
videoSRC02_1280x720_30.yuv,35,50,2000,36.69550677018631
videoSRC02_1280x720_30.yuv,35,50,3000,37.02143696406836
videoSRC02_1280x720_30.yuv,35,50,4000,37.15671325583678
videoSRC02_1280x720_30.yuv,40,10,500,33.3923064018895
videoSRC02_1280x720_30.yuv,40,10,1000,37.211766833111945
videoSRC02_1280x720_30.yuv,40,10,2000,39.65993922752701
videoSRC02_1280x720_30.yuv,40,10,3000,40.44719252924459
videoSRC02_1280x720_30.yuv,40,10,4000,40.844666641183736
videoSRC02_1280x720_30.yuv,40,20,500,33.20818472043689
videoSRC02_1280x720_30.yuv,40,20,1000,36.89705586932896
videoSRC02_1280x720_30.yuv,40,20,2000,38.94258701947215
videoSRC02_1280x720_30.yuv,40,20,3000,39.591285254530696
videoSRC02_1280x720_30.yuv,40,20,4000,39.86132330626182
videoSRC02_1280x720_30.yuv,40,30,500,33.0664531816815
videoSRC02_1280x720_30.yuv,40,30,1000,36.39149820417273
videoSRC02_1280x720_30.yuv,40,30,2000,38.155614234479344
videoSRC02_1280x720_30.yuv,40,30,3000,38.67298292426392
videoSRC02_1280x720_30.yuv,40,30,4000,38.88757728028143
videoSRC02_1280x720_30.yuv,40,40,500,32.8213765210895
videoSRC02_1280x720_30.yuv,40,40,1000,35.91016013306314
videoSRC02_1280x720_30.yuv,40,40,2000,37.41179195565545
videoSRC02_1280x720_30.yuv,40,40,3000,37.838273279176896
videoSRC02_1280x720_30.yuv,40,40,4000,38.00380493982657
videoSRC02_1280x720_30.yuv,40,50,500,32.594083519714026
videoSRC02_1280x720_30.yuv,40,50,1000,35.414926021135216
videoSRC02_1280x720_30.yuv,40,50,2000,36.75690690423737
videoSRC02_1280x720_30.yuv,40,50,3000,37.106050401767426
videoSRC02_1280x720_30.yuv,40,50,4000,37.244119447031665
videoSRC03_1280x720_30.yuv,20,10,500,28.947372198485585
videoSRC03_1280x720_30.yuv,20,10,1000,26.945606758484434
videoSRC03_1280x720_30.yuv,20,10,2000,23.567790583048566
videoSRC03_1280x720_30.yuv,20,10,3000,23.763740452869214
videoSRC03_1280x720_30.yuv,20,10,4000,24.521737552289434
videoSRC03_1280x720_30.yuv,20,20,500,28.965704189022002
videoSRC03_1280x720_30.yuv,20,20,1000,27.088119003148424
videoSRC03_1280x720_30.yuv,20,20,2000,23.663646026167203
videoSRC03_1280x720_30.yuv,20,20,3000,23.870677665688444
videoSRC03_1280x720_30.yuv,20,20,4000,24.39230634036438
videoSRC03_1280x720_30.yuv,20,30,500,28.803639672781376
videoSRC03_1280x720_30.yuv,20,30,1000,27.977513772513205
videoSRC03_1280x720_30.yuv,20,30,2000,24.161014183040866
videoSRC03_1280x720_30.yuv,20,30,3000,24.434632057605477
videoSRC03_1280x720_30.yuv,20,30,4000,24.95364299409495
videoSRC03_1280x720_30.yuv,20,40,500,29.181788665126675
videoSRC03_1280x720_30.yuv,20,40,1000,28.7535337614556
videoSRC03_1280x720_30.yuv,20,40,2000,25.104037331295178
videoSRC03_1280x720_30.yuv,20,40,3000,25.339870264886883
videoSRC03_1280x720_30.yuv,20,40,4000,25.877387937078453
videoSRC03_1280x720_30.yuv,20,50,500,29.49840410845549
videoSRC03_1280x720_30.yuv,20,50,1000,29.225677324010704
videoSRC03_1280x720_30.yuv,20,50,2000,26.65245102000258
videoSRC03_1280x720_30.yuv,20,50,3000,26.743269246922797
videoSRC03_1280x720_30.yuv,20,50,4000,27.113113955978204
videoSRC03_1280x720_30.yuv,25,10,500,31.621494332089686
videoSRC03_1280x720_30.yuv,25,10,1000,32.27432553778342
videoSRC03_1280x720_30.yuv,25,10,2000,27.88189862096557
videoSRC03_1280x720_30.yuv,25,10,3000,27.33822966596608
videoSRC03_1280x720_30.yuv,25,10,4000,27.872835914775795
videoSRC03_1280x720_30.yuv,25,20,500,32.10913003593554
videoSRC03_1280x720_30.yuv,25,20,1000,32.579323025102426
videoSRC03_1280x720_30.yuv,25,20,2000,29.863444061641466
videoSRC03_1280x720_30.yuv,25,20,3000,28.59042385656739
videoSRC03_1280x720_30.yuv,25,20,4000,29.122671527733807
videoSRC03_1280x720_30.yuv,25,30,500,32.31213211264994
videoSRC03_1280x720_30.yuv,25,30,1000,33.44063195128559
videoSRC03_1280x720_30.yuv,25,30,2000,32.156031036060334
videoSRC03_1280x720_30.yuv,25,30,3000,30.902280721213565
videoSRC03_1280x720_30.yuv,25,30,4000,30.951180489731442
videoSRC03_1280x720_30.yuv,25,40,500,32.467661706924325
videoSRC03_1280x720_30.yuv,25,40,1000,33.844343503070576
videoSRC03_1280x720_30.yuv,25,40,2000,33.32086319453981
videoSRC03_1280x720_30.yuv,25,40,3000,32.50030688326623
videoSRC03_1280x720_30.yuv,25,40,4000,32.374181255102414
videoSRC03_1280x720_30.yuv,25,50,500,32.43346866997376
videoSRC03_1280x720_30.yuv,25,50,1000,33.86198943378365
videoSRC03_1280x720_30.yuv,25,50,2000,33.783746854966054
videoSRC03_1280x720_30.yuv,25,50,3000,33.28884030772582
videoSRC03_1280x720_30.yuv,25,50,4000,33.12890598035109
videoSRC03_1280x720_30.yuv,30,10,500,33.51028620666085
videoSRC03_1280x720_30.yuv,30,10,1000,35.77191441594555
videoSRC03_1280x720_30.yuv,30,10,2000,35.81755511139635
videoSRC03_1280x720_30.yuv,30,10,3000,34.26161421458575
videoSRC03_1280x720_30.yuv,30,10,4000,33.65060362520845
videoSRC03_1280x720_30.yuv,30,20,500,33.77251096288353
videoSRC03_1280x720_30.yuv,30,20,1000,36.24867726260498
videoSRC03_1280x720_30.yuv,30,20,2000,36.77398759505766
videoSRC03_1280x720_30.yuv,30,20,3000,36.53669339455605
videoSRC03_1280x720_30.yuv,30,20,4000,36.18964159925066
videoSRC03_1280x720_30.yuv,30,30,500,33.776042704151216
videoSRC03_1280x720_30.yuv,30,30,1000,36.04474618659722
videoSRC03_1280x720_30.yuv,30,30,2000,36.83677453362586
videoSRC03_1280x720_30.yuv,30,30,3000,36.88123075128202
videoSRC03_1280x720_30.yuv,30,30,4000,36.80598293438962
videoSRC03_1280x720_30.yuv,30,40,500,33.727682133986875
videoSRC03_1280x720_30.yuv,30,40,1000,35.66650808488788
videoSRC03_1280x720_30.yuv,30,40,2000,36.47993879048889
videoSRC03_1280x720_30.yuv,30,40,3000,36.63521478162891
videoSRC03_1280x720_30.yuv,30,40,4000,36.66502409074269
videoSRC03_1280x720_30.yuv,30,50,500,33.52413906680383
videoSRC03_1280x720_30.yuv,30,50,1000,35.198349790016074
videoSRC03_1280x720_30.yuv,30,50,2000,35.956914156764135
videoSRC03_1280x720_30.yuv,30,50,3000,36.11475632778574
videoSRC03_1280x720_30.yuv,30,50,4000,36.15415060559795
videoSRC03_1280x720_30.yuv,35,10,500,34.44837615658511
videoSRC03_1280x720_30.yuv,35,10,1000,37.33649909580082
videoSRC03_1280x720_30.yuv,35,10,2000,38.72563335238552
videoSRC03_1280x720_30.yuv,35,10,3000,39.02956810152664
videoSRC03_1280x720_30.yuv,35,10,4000,39.06843317069646
videoSRC03_1280x720_30.yuv,35,20,500,34.57065658472069
videoSRC03_1280x720_30.yuv,35,20,1000,37.071876931617346
videoSRC03_1280x720_30.yuv,35,20,2000,38.32211744218079
videoSRC03_1280x720_30.yuv,35,20,3000,38.66858758861586
videoSRC03_1280x720_30.yuv,35,20,4000,38.81343752687077
videoSRC03_1280x720_30.yuv,35,30,500,34.396235086825484
videoSRC03_1280x720_30.yuv,35,30,1000,36.55925227378481
videoSRC03_1280x720_30.yuv,35,30,2000,37.616679040792114
videoSRC03_1280x720_30.yuv,35,30,3000,37.917157314700006
videoSRC03_1280x720_30.yuv,35,30,4000,38.039568274700784
videoSRC03_1280x720_30.yuv,35,40,500,34.08724505836134
videoSRC03_1280x720_30.yuv,35,40,1000,35.99797063608553
videoSRC03_1280x720_30.yuv,35,40,2000,36.897823043542765
videoSRC03_1280x720_30.yuv,35,40,3000,37.13600695503953
videoSRC03_1280x720_30.yuv,35,40,4000,37.23058382753057
videoSRC03_1280x720_30.yuv,35,50,500,33.73349941630945
videoSRC03_1280x720_30.yuv,35,50,1000,35.443026503038965
videoSRC03_1280x720_30.yuv,35,50,2000,36.22611533328258
videoSRC03_1280x720_30.yuv,35,50,3000,36.41659563850429
videoSRC03_1280x720_30.yuv,35,50,4000,36.48556220480999
videoSRC03_1280x720_30.yuv,40,10,500,35.032100065943794
videoSRC03_1280x720_30.yuv,40,10,1000,37.792007400627966
videoSRC03_1280x720_30.yuv,40,10,2000,39.36764066968389
videoSRC03_1280x720_30.yuv,40,10,3000,39.89152597747082
videoSRC03_1280x720_30.yuv,40,10,4000,40.14363691966644
videoSRC03_1280x720_30.yuv,40,20,500,34.806182300200966
videoSRC03_1280x720_30.yuv,40,20,1000,37.23631449802881
videoSRC03_1280x720_30.yuv,40,20,2000,38.49820710890778
videoSRC03_1280x720_30.yuv,40,20,3000,38.908917306863906
videoSRC03_1280x720_30.yuv,40,20,4000,39.101158469851384
videoSRC03_1280x720_30.yuv,40,30,500,34.514041026666426
videoSRC03_1280x720_30.yuv,40,30,1000,36.639265624303384
videoSRC03_1280x720_30.yuv,40,30,2000,37.697374072971215
videoSRC03_1280x720_30.yuv,40,30,3000,38.00899473366466
videoSRC03_1280x720_30.yuv,40,30,4000,38.145743762415094
videoSRC03_1280x720_30.yuv,40,40,500,34.17553012732501
videoSRC03_1280x720_30.yuv,40,40,1000,36.039594638294545
videoSRC03_1280x720_30.yuv,40,40,2000,36.94985754685205
videoSRC03_1280x720_30.yuv,40,40,3000,37.199149184882295
videoSRC03_1280x720_30.yuv,40,40,4000,37.29704664567297
videoSRC03_1280x720_30.yuv,40,50,500,33.80977199521827
videoSRC03_1280x720_30.yuv,40,50,1000,35.478852581865496
videoSRC03_1280x720_30.yuv,40,50,2000,36.255432935756986
videoSRC03_1280x720_30.yuv,40,50,3000,36.45732990213181
videoSRC03_1280x720_30.yuv,40,50,4000,36.5264743604862
videoSRC04_1280x720_30.yuv,20,10,500,23.18069942573139
videoSRC04_1280x720_30.yuv,20,10,1000,22.327222040641203
videoSRC04_1280x720_30.yuv,20,10,2000,21.965007739001503
videoSRC04_1280x720_30.yuv,20,10,3000,22.05538892926286
videoSRC04_1280x720_30.yuv,20,10,4000,22.88210808668458
videoSRC04_1280x720_30.yuv,20,20,500,23.262719495178672
videoSRC04_1280x720_30.yuv,20,20,1000,22.11319072822662
videoSRC04_1280x720_30.yuv,20,20,2000,21.975350266402423
videoSRC04_1280x720_30.yuv,20,20,3000,22.34893858609598
videoSRC04_1280x720_30.yuv,20,20,4000,23.17476324886289
videoSRC04_1280x720_30.yuv,20,30,500,23.47359798804195
videoSRC04_1280x720_30.yuv,20,30,1000,22.46926236277839
videoSRC04_1280x720_30.yuv,20,30,2000,22.39060900312264
videoSRC04_1280x720_30.yuv,20,30,3000,22.80614118068122
videoSRC04_1280x720_30.yuv,20,30,4000,23.337676821309007
videoSRC04_1280x720_30.yuv,20,40,500,23.693963778144305
videoSRC04_1280x720_30.yuv,20,40,1000,22.901393526695422
videoSRC04_1280x720_30.yuv,20,40,2000,22.619935347522397
videoSRC04_1280x720_30.yuv,20,40,3000,23.157255541502938
videoSRC04_1280x720_30.yuv,20,40,4000,23.829049224133254
videoSRC04_1280x720_30.yuv,20,50,500,23.991287625635135
videoSRC04_1280x720_30.yuv,20,50,1000,23.086571008006143
videoSRC04_1280x720_30.yuv,20,50,2000,22.929095208057536
videoSRC04_1280x720_30.yuv,20,50,3000,23.565844771561924
videoSRC04_1280x720_30.yuv,20,50,4000,24.285677780507655
videoSRC04_1280x720_30.yuv,25,10,500,24.897304600534074
videoSRC04_1280x720_30.yuv,25,10,1000,24.55624830704753
videoSRC04_1280x720_30.yuv,25,10,2000,24.31524060508189
videoSRC04_1280x720_30.yuv,25,10,3000,24.68696345489187
videoSRC04_1280x720_30.yuv,25,10,4000,25.203771235944433
videoSRC04_1280x720_30.yuv,25,20,500,24.488324217609932
videoSRC04_1280x720_30.yuv,25,20,1000,24.42912099406298
videoSRC04_1280x720_30.yuv,25,20,2000,24.47395206506367
videoSRC04_1280x720_30.yuv,25,20,3000,24.674721221124752
videoSRC04_1280x720_30.yuv,25,20,4000,25.326044550929854
videoSRC04_1280x720_30.yuv,25,30,500,25.078838383868955
videoSRC04_1280x720_30.yuv,25,30,1000,25.011820148310022
videoSRC04_1280x720_30.yuv,25,30,2000,25.15375771015183
videoSRC04_1280x720_30.yuv,25,30,3000,25.56647363370429
videoSRC04_1280x720_30.yuv,25,30,4000,26.197302433931558
videoSRC04_1280x720_30.yuv,25,40,500,25.655979780167744
videoSRC04_1280x720_30.yuv,25,40,1000,25.672356801664016
videoSRC04_1280x720_30.yuv,25,40,2000,25.99147811088864
videoSRC04_1280x720_30.yuv,25,40,3000,26.501622235831494
videoSRC04_1280x720_30.yuv,25,40,4000,27.2183303297428
videoSRC04_1280x720_30.yuv,25,50,500,25.915024961894634
videoSRC04_1280x720_30.yuv,25,50,1000,26.058833160318034
videoSRC04_1280x720_30.yuv,25,50,2000,26.50621048196504
videoSRC04_1280x720_30.yuv,25,50,3000,27.20084751768062
videoSRC04_1280x720_30.yuv,25,50,4000,27.85396581152067
